source,sha256original,benign,sha256,family,malware,qtdvendor,apidetected,paramdetected,tracedetected,identical,similar,new,deleted,similarity
repack,E4117A3E60BA2DFC7759333B61D7F8D4856E338CAF42BC8D657744456D4E5DCE,True,83481A46ED198642793F428F40EF55E9BB27DE90FFB55876B13A684B6229F29C,None,False,0,True,False,False,697,9,10,10,0.973463687150838
repack,806539DBBAED1F5071292E2DF94CEB1DCD252C11F618ECE757E88B76D271C876,True,B176FB5F74DC3DFFB72929FCEC81A662E0E49ADA0455A9A5F89E743A6A812901,gappusin,True,26,False,False,False,460,2,1,10,0.9935205183585313
repack,6639174BF6F2030D4A7017E94F757D3130DFA09438DA0E04FA916FFD09217DDF,True,F9D3CBDE522AC3B9E56C04CE824D305EE20F836C51D842F605F12B5F07032075,None,False,0,False,False,False,2283,65,180,161,0.9099242726185731
repack,663BF6A5C7054EB920D76A4E1B508BC870F98215373CF23878B0B13920174AF9,True,04904470E4BB0BC8CEA28C2781EF74FB7016D1496EA0CECEE57A5A3514A6D6F3,None,False,0,True,False,True,197,5,7,7,0.9425837320574163
repack,D178AA7FC82311AF6536ECD7872FAEC9C1111E233EF25798F1E157F375862FCC,True,7F7EAF845332DA0D3FFBB2C38EE74D2304B1A4871A8F7BC88EAAB408D6836325,None,False,0,False,False,False,371,3,0,2,0.9919786096256684
repack,E9EAFE9CE28C0DBAFB5CA2F8F1B54C8887E36ABEC1D6EA63B8E8CFA2AE2DE5F4,True,9ACE9CAE73EB868BA2287BBC1C631B82170B5151C4675B3BE1010DC4065B9117,gappusin,True,20,False,False,False,64,2,6,15,0.8888888888888888
repack,66703ACA9C76C25175AD7D6AB5B35EF8F9FE6D035B7851155D65098C3F9FD876,True,082F0D3FC0692D8D7F86BCD8933FFAE3086A997149D638597A26E901AEC2E302,None,False,1,False,False,False,6060,4,2,3,0.9990108803165183
repack,F69D8F54797273F9B937534D995B3FC976DECF716BF93D27411828A41387BBFA,True,404CECF5C1457485313F0757215D9CA8C627C020F2BD6D7B3B56BFCBB2525B1E,gappusin,True,23,False,False,False,6108,1,1,10,0.9996726677577742
repack,C7213E7B65C997CFBDE54FC11720CC74C9F4C7CDC324E459F9DDF6CE4295542F,True,5013B9A7ED5986059130B265931A95CC1F13A02F4A9FEAB569005ACD1D2C1E69,gappusin,True,24,False,False,False,17,1,1,10,0.8947368421052632
repack,66C2A9C9900A9200368688E16E34E29032AAB7F3E51F43C3927B397C6A703F88,True,987E2198CB46CCD02752474FA192114F08230229787013AC1E6986716B2036E6,None,False,0,False,False,False,1627,0,14,10,0.9938912645082468
repack,8F3D9365E160BE1476CE96DD58AABBCC293DB5C82840CED1B583CB438B4A55E0,True,04F2745CD105D18990B13A232BFA4A43083EA7EBAD8973450B51B198AAEF1450,gappusin,True,21,False,False,False,881,1,6,1,0.9977349943374858
repack,66E02062C121518A926218013627E75DF503FE0F12D4D72A38238D14B7A696A9,True,C566ED673BC32E9CFAE1BD4C1D1245E3975F6BE39C385C106D9A1D74450272B6,None,False,0,False,False,False,1392,0,74,8,0.9942857142857143
repack,66F1BF88369C95FA5259D408AFBD9379901FB4EEC38CA4034803F85F7C119617,True,0D04F43ED47E844C9A9A05CBEA3D31D01098A7CD464AE5C13BE35AFA91743365,gappusin,True,15,False,False,False,266,1,1,6,0.9925373134328358
repack,670392CE8DEE5EAB807BEFB8146261E43231D955F97C7F677C0E35488D8AB22E,True,D13AC5F25348DD031CC93EA6B30EC3016DF4EE84C5F9409C8147C09677452F7D,None,False,0,False,False,False,5371,1,18,18,0.9964749536178108
repack,6714456CAF82BAA7D7B827D882C3D3498AF4A2E100EFCC8B5F150DD2264B7BC3,True,AC637CC382D1714C42C98E2B07E248B4667AD9DE95DD31751660C29B9FA1C303,gappusin,True,10,False,False,False,141,2,6,6,0.9463087248322147
repack,E4117A3E60BA2DFC7759333B61D7F8D4856E338CAF42BC8D657744456D4E5DCE,True,359B79B4452ADE19D93A70B2C0C58CA2B5514FA28D6FD5E274ECA4CE87B9E12F,None,False,0,False,False,False,704,2,10,10,0.9832402234636871
repack,675825A26F05387F87AFFC6685E972AA23D65BA5971A2BD113E842F3B9E4684F,True,565F086747D2C8081ECAC05224CC169480C2DDFD5E0DB53CB77BF37C32A17442,None,False,0,False,False,False,5663,0,11,11,0.9980613323933732
repack,891CF23A7517DFCDA5944FF4B0564EDDE52E10A2FAE86C66AADF60314A5B8703,True,037D42433B540204FB4F5E4FE43D05FD60CC1744C3241182455472DA5E12B0EE,airpush,True,19,True,False,False,3730,18,354,14,0.9914938862307283
repack,6809A54BFD8255E4FC4CA145B06B2BC3AD4DEA22E7B5BCFCA37565FB78C5A80C,True,0C80781DB5C4CDFF984B9B988A00E344BC54FD4EBFAD95DA42948996F290CCAA,gappusin,True,14,False,False,False,486,2,0,11,0.9959016393442623
repack,68211AECBD545BC930DB9594E2B750EB61DFE63F882551C612098CB51017E0E4,True,67F060D6955E049360963981E6D11C876907A8331C0D2C422D75F9BEF86167A1,None,False,1,False,False,False,4944,66,5,10,0.9858424725822532
repack,D178AA7FC82311AF6536ECD7872FAEC9C1111E233EF25798F1E157F375862FCC,True,D45F60E950409722FAB5AAA375CFD32424C69608FB85E65CF2DC33EB49ABA82B,None,False,0,False,False,False,371,3,0,2,0.9919786096256684
repack,68677600A16867561F3BCB56C259E88A4114EA92976E2042D9F1407C3C1A2A82,True,FABBE92FCE2731A1FBA7B283D5043C0E53F65F58B63000EE22306DFF9568A114,None,False,0,False,True,False,3173,60,37,24,0.97420939514891
repack,F802B99AE189D86F6CD348B37C491FDC50C0660A17F27192748FCDCB5B876FA8,True,5223F7FDD563B87A7BE0A2B7139866C06914AF40D83898DF4F3A895899C16873,None,False,0,False,False,False,17244,87,58,20,0.9938332084606074
repack,686DF50A8DC323F110627CD360C1EF6B283CBAFF6BBA51CAF5A3B554F52C43F1,True,B2B0199E3B6E248676A64D0EFB17DF40A9631D0D410CC7267153F226F85A7C19,None,False,0,False,False,False,831,0,21,21,0.9753521126760564
repack,68992F6C6102C974BB11559394D9F775C5B8767534CB6408DC4C39D9C5CAEE09,True,EECD54DE0BA3C83F480F46AE871CFB77737E2846B0ED603FA985D18FAB2F75EA,None,True,2,False,False,False,7421,1,0,10,0.9998652654271086
repack,5C5CF3597E63297573099602428EC3B3AFE892CC2BC43B079645357A680319E5,True,EB0F8CCC6120E5F44CD5201F7C32816567E2D613D18067BAF7F40B9DF8D47283,None,False,1,True,False,False,5515,52,38,251,0.983942908117752
repack,68B1C0D315DEC4DE5B97F88895DC290669651D4CD2B9BB5C6FD0CEC5B03CAFC7,True,B20051D7A906B322BEB04696978B2129E0821693E3A76D1A8017BC238FFAA24C,None,False,0,False,False,False,4580,3,10,9,0.9973867595818815
repack,68C3A4121F143022AE01FCCA4D0E6219801A0C429A0D5B2228F3EF9CF960E31E,True,920DB2653A425739FB52B088CADC42E4EDE2C01471B8F1AB7BFA0A4A73394F2E,gappusin,True,21,True,False,False,909,3,298,0,0.9967105263157895
repack,68C81830D1131E4A03F9123B673B5708D45A26D13D1A5F8F9C5B3A71A6B6829F,True,011354136FCD7EEE9676C1E6D53D0CDD3BF019DC450CC055DD805191FFE9B2DD,gappusin,True,17,False,False,False,266,1,1,6,0.9925373134328358
repack,E31E71EA382A27360DA1464F5C8F3A8D497343A6659E5FB755BA162583866F5D,True,CF2126386CC2C405A371272A866813204666374A5ECC6329784EA5957D1CA3A6,appax,True,26,False,False,False,7882,80,92,170,0.9786441519741743
repack,68D85EFC76578CC7F9718C65A15C45FB033ED1048DE85E0C19A25BEA7B72FF3E,True,FC9F4ED05E4C4C0CAAA708757341B41AC1AA5584964365850B5339AF7D2CF302,gappusin,True,11,False,False,False,2305,5,3,23,0.9965412883700822
repack,690616A129A97AEE19A3E29D212CEC8AEE19E7463CB4A8AEBD5094E57E266530,True,A1BB90CD1F28DEFC4D4A9D554E3E0626A087B9629283AC42EC2228385C185F33,None,False,0,True,False,False,517,0,0,0,1.0
repack,694A99F88C8B3696F8FBF01DC4F60BE366D04B38099F8A3059F45C3B8B6E4D7C,True,FEA3123A48B846C2D384FE987AFDB5D6CF84E952AC3EA8A10BC129B293708AFA,revmob,True,16,True,False,False,7113,353,910,542,0.8882367632367633
repack,696BA6058EE643F0EDE533D55E0FD8EE4199C2E8C2A2F4FE18DC15F9EA3B8CFA,True,D9F3C73E793FC360B1C0FA454A2E8A42737CCA69C9E85CA1A33D15C05221F401,dowgin,True,2,False,False,False,6773,3,1,0,0.9995572609208973
repack,69C39BF5C6686C8F3FAC38343E899E6939108ED65D3FCCCFBF2D5E710CACE4C2,True,7CF651BDB067F509E0E999EDCB8E9273C8B82CCA804E01927319353F0DFFAE2E,None,True,4,True,False,False,1151,1,0,0,0.9991319444444444
repack,69DA986F259CF1313F4A7DC8FE6229C07855ADFCA34101CA18B225EBBD81A422,True,03956ECE6480415D61FDD3C4BF30E6EDDCFA3DC6DC76D8EDDF1141AD140C3563,None,False,0,False,False,False,1293,3,14,37,0.9870229007633587
repack,D40F2F579BB173ACE5B3EAA3A4DC0E0D1DE9C3222D502366118970B2B3E3618F,True,C19DD9990790F8F3930879D15356AE7538B93486771FDE510CE7186D755FB5BA,None,False,0,True,False,False,371,3,2,0,0.9919786096256684
repack,6A68242645B51E897AF9273D31CD9DBBAF9CA6C99DC247CB98AD1871325478CC,True,4962A2A987748B844FD8DECE0527EB6FFE74B93E74D2191A9CF6A2723AD287EE,None,False,1,False,False,False,529,66,5,10,0.8816666666666667
repack,6A74411A120B58E5BE99EC17652E02CB000C72861D385E5AAD908453B213B4D0,True,0992E29E5A50D1413196397DD6265A642A5BFD8EB8EB3C741AE57EE80AD48E68,None,False,0,False,False,False,3216,3,17,17,0.9938195302843016
repack,14C5624AB50A9B76134ACE6369D45D33DB137452273B0C22B862E74AB6D3D339,True,FD3138083292C32659D0144A6B04A125C882F1AA0882977CFAF2BE6C2446AF3C,gappusin,True,18,False,False,False,7445,1,1,6,0.9997314354773734
repack,6AC52F0FD3D26D30CEC1FC0CB367113612DE4D7B8623F63F746DD818278530D1,True,54C2741CD75D75C9EAE7DAA9398D7E03D4069141EC73BFCC16D7553444BDE0B5,None,False,0,False,False,False,14,4,11,11,0.4827586206896552
repack,E9D2180A67342CFF498982FE74F79A273189FA08208EED8CABC2B10D91CB6A1C,True,6D707D29A3A486C5039CBFF7E552D34AAC89C8DE8B1E1D8D33B3F7121E2FC828,None,False,0,True,False,False,2063,0,5998,144,0.9347530584503851
repack,CCAC0E0A2A0A836F77E2AB0A4516BBD6ABA18F0F918DA0665CD3A80E42732E94,True,60AD956E4592BCFA8431496E6BEFABEA781653D9951FF8053E268A8521EA83C3,None,False,0,False,False,False,16990,52,158,158,0.9877906976744186
repack,6A5A902C6E5BEDB8FA4E22F0B62C7ECFC531366BF86C183D46EB27F8B945F030,True,2B587604E91388513FBAC10E6BBC6A92E24D0EE72E36C946F6AFA240CE702568,None,False,0,False,False,False,2004,3,17,17,0.9901185770750988
repack,5792375782FDDFF6E7BA9B98D3EC34C8701273DB292A8D8882473325E2226C72,True,19522171A589028BB047B2B32F60C58F7F94EE4103E15D0CCB32EBF9A1565DEC,None,False,1,False,False,False,8025,10,19,14,0.997018263138278
repack,6B8C0A2335AA95AEDD8F509D53EE5EA00BCA391387BA9767917AC79313A75C5D,True,44B7BFBC27691E2AF104119FCE5AA73BE5C982A6E16378BFABE19EE3E889CB10,None,False,0,True,False,False,376,0,10894,0,1.0
repack,6B95FA2DF841F4F7C35FE37E529BC3507E67310A1F291ED71C8F3CFCEEA6218D,True,AC46B98D34DFB851BD9CBD831FBE696C5B32BFD087DA26417C3BA9C08AA08702,None,True,2,False,True,False,1407,1,1,6,0.9985805535841022
repack,6B9CDC5F195DC2AB788D441DC295FB73C70DC4E4F474538904F50BFB2479AB6D,True,84E920FC66B7F58357F2ECD005470A98E57A8341B0A6C654C9D6AB029F94E0CE,None,False,0,True,False,True,352,0,880,29,0.9238845144356955
repack,820AA4597250B5BD38D4E8814D8149CDF75AA8536C3C82B84633C4CCF7C248A2,True,29B6AEB0FEF99FC879CE2E7928B2EDFEB55E5741BDEAEA5D8BC33822D7F71FF3,airpush,True,24,True,False,False,9314,540,1131,927,0.8639272794731472
repack,6BEF0503564701E69FF0A5DD5193B4F346F13506E7A3C0B43069D514A39EC71A,True,3C06954D1E0FFDE0947747E10C2073E38524D66A31AD9936972FCB1E7E4F3980,revmob,True,15,True,False,False,1307,132,796,298,0.7524467472654001
repack,6C10C4A678A10964E0D4CCCC460F116DA9AF6D4ED8369C92BC1F7665BC3D7BFF,True,ABE2FFFF5CC2D98086F80255FB280E5CEF128B82BA86771A196263D995A9259D,None,False,0,False,False,False,4019,18,65,31,0.9879547689282202
repack,FCC39B4910B082A9CDE85F660AE27DEE2E858B959BFFA4592E90C6D554FB54B7,True,B4B7A38821BE75169BA7293786D417CA999C3205CC9B31C0F0C4F1F7B3EF633F,None,True,2,False,False,False,0,0,0,6132,0.0
repack,821368EF829F23FA0F5F542AC5E097301EE3DF8EA911743D659BBE598CDF082D,True,ACF8801FEEB5F4F05D494641591BED09E61000F6C9ABDBFF5EC2294E50F55F29,None,False,0,False,False,False,463,5,1,0,0.9893162393162394
repack,6C8E4B12091AFAFD005B643E3A90F4AB7CB3D9F60C698D46BD038AE45AC4F59D,True,0D37F32A54CCFBDAB28640BEC2ED35BBF45444C63B8309BFBCAA4E09A0BB87EB,kuguo,True,17,True,False,False,23192,67,874,399,0.9803026460393947
repack,EBE48903705C892B53DC5441A8F6E26D9FFDCC567FB6A2B305DF809CB7FAE350,True,2664B6D93CA3BEF165DC6D9EED953C79B2DCE3B09A29C3967352F16CAD1323E6,gappusin,True,23,False,False,False,1557,2,0,11,0.9987171263630532
repack,6CD9FF9745F1AD8784FE8517EBB949FA03859E82E26AB91131A8EC91EA4DBF40,True,070FE87D05B60E2B9E446AA75C77B597D4B6EC67726BA9D922F99E484340E012,None,False,0,False,False,False,9788,1,17,17,0.9981643891495003
repack,6D095199A8518AF90969F5F71E44BD9C5E32FD7DC76C36A9D0026A7AE5811B81,True,4035466D001AE1B9600C66A6B3DD01DAAEFA5E20F1901964FD7AEAEA088D2BD3,None,False,0,False,False,False,545,54,22,22,0.8776167471819646
repack,1F4CFAFC8469DF440DDEF5BC198D697CD07E172E0F640807A90F24C320B6E267,True,363477ADAED7C105AA79D470771F797F043F6F63B2F69520B9E07989223E2DDE,None,False,0,False,False,False,24,2,6,6,0.75
repack,6D58DFDAFF544DDD0C06E0B11E4034114DF6240B84BE5809D2E12B33609F6090,True,BFBFFCEB4673C977BE6E0109292C1CDFDBF0D3D112E67EAE225AF22CAA34E78F,None,False,0,True,False,False,585,2,0,0,0.9965928449744463
repack,6D652B8CA32D60BB50E48177EDCF73FA8CD95D470A3E4FC24EFD13FD70E4C0DC,True,6353ED0C30A2FC6726961F198DF7DE1F30504806716AF96E170C71BC8A004372,None,False,0,True,False,False,638,22,236,3,0.9622926093514329
repack,889200B2698D1D27EC67E1518FD3CDE56D7EF4F47CE7C78CC0F709FD64C88FE5,True,469AAB16E0F017425DFE4301C1494E1161E94F665B191330954582598201914D,airpush,True,15,True,False,False,2782,0,892,7,0.9974901398350663
repack,6D84C85CAEB15F9165E7D3EC5CEAB73FF9E7423C177FD2467F80C5D684F0C169,True,098E309CF56CF09EC0EEEBCC5871089DF3D62137ADC4F82513717F0429726FB0,None,False,0,False,False,False,43,0,11,11,0.7962962962962963
repack,D178AA7FC82311AF6536ECD7872FAEC9C1111E233EF25798F1E157F375862FCC,True,BED4FEE2ABE81D52C39C06249B2D51F52474291C42E1E336B82B839ADD99E56E,None,False,0,False,False,False,371,3,0,2,0.9919786096256684
repack,6DD5C5A3F2D89C7AB2E8BBA5B09EFD7936E614F60322FA40C1404E40990B17B1,True,A508969731C108ECB87EE17E9B448564EEA2A7644BB4EFC50BA81332D55681DA,gappusin,True,21,False,False,False,5808,2,9,0,0.9996557659208262
repack,20F10491D271D2B64F96B98A9BD01A5EDA633CAA1DC495421BD15E3FB9A0126D,True,26E0221E891C9A6E7FB837D9CA2BF32764BDD9CE4BA2D9E2CB7B920053F3A389,None,False,0,False,False,False,1855,0,11,11,0.9941050375133976
repack,DBA6582992FE5D09E2D7A18B2E39A3700F3F6F02738AF201F526BED42E33AD86,True,7DE975A5AE48C7D105218F34FE4E030A588F69D8E6FFD41B9BD2AF015D7FBED1,gappusin,True,12,False,True,False,842,2,0,0,0.9976303317535545
repack,6E3A718DF647F2495C21D0BB79B12FD842A21E01F632793E0372EAC5373DAA47,True,E53FAABBA0576522FDA0B2D97D842A49F800B42FB977DF1B187313B0A8C59899,gappusin,True,18,False,False,False,267,2,1,10,0.9888888888888889
repack,6EDF4D70E8CFF04DFDA9866E0ADFD2E6CD23D59A390A709B297B20184F2B1915,True,8472708D4F81033A8F3ABDCA811B64E4A09F1C3E8480F6F56EFED22FBF5C2731,None,False,0,False,False,False,4519,62,35,38,0.9789861351819757
repack,388D04A88C110E95AB061E74E0551697FF53EC513C5B83C570343EA1BD32242C,True,07054B682F1C7F147AFEE311FB35222D8ED601CC421F9D7E3BD46AA99021C0EF,None,False,0,False,False,False,1458,9,2,30,0.9925119128658951
repack,3BD645D7728E8D37881F7B540F7A75E9CBEA1BCE24837727BAC2F7AC7A326D05,True,537718C31AC581A34850C94871A28708EC9DBA9A3F09D1AF2636ACBAE0CEBAE5,gappusin,True,13,False,False,False,3721,1,1,6,0.9994627988181574
repack,6F1A30705ABF0175EEBCFB3020FE020F9CC6DAD1FA849395E88772AA48231765,True,8B99742E23C08DED69329BC9222E42FB4935AC07CD5D39D270B8D52E390BBCAF,None,False,0,False,False,False,1785,107,911,34,0.926791277258567
repack,6F415F1A3EC15F0D5B70EF6FCE8126DB07E6F7C6FA7A6CC6C846E2C931E806FB,True,CDABCD57464FD1E9596D33CBCE1FE232584F0B68E62C2B47DDE88549A0A90EFD,None,False,0,True,False,False,835,1,474,9,0.9881656804733728
repack,6F99F949884CCBD9E749C3FCE113CCFAD9CD86B15423449D1C6AEE8CEEAA2BA9,True,AA0567A3AAAC4171D852DBB35061334250DB47546CC4C3659DACAC0DC496219F,None,False,0,True,False,False,417,3,3629,0,0.9928571428571429
repack,6FC6B56454B98F5BE5D6B371FA206E562DCABB4E20D149FBAC9CCE289D7D2ED8,True,1D843E9025A2B3D832202C8BB4E79556898DB2FC1B9B7416113930AD7F4A2BB9,None,False,0,True,False,False,197,51,5876,16,0.7462121212121212
repack,DC2839B99397C572CFA680B5E9BDA56E2511A9FD1892D04D85363DC4742C868A,True,7E453C159C9882BBD66B3FDB020FFF5A9B41765EF6D39361452535E1747AA438,gappusin,True,19,False,False,False,0,0,0,1128,0.0
repack,6FF0114B5345812DEE5C0FD5409C8A1BB9CA2C82308D73CC7CADAABBB8C86C55,True,2F430A6DA21DDAA2659D590CDC2255F86F09069B8D474182F8A44B1BE3385230,None,False,0,False,False,False,606,11,6,3,0.9774193548387097
repack,6FFC9E0DDD1526C3DD1FAEEB14032C4E5E3008B2843FFDEDD4F72A137FC5B7FF,True,FEC6854EFBAAF15402FD1444E1B6BAF305E35038A80D4D431E9C2BB205A2C457,gappusin,True,22,False,False,False,17,1,1,6,0.8947368421052632
repack,7083E11B83F366C21175D2181092B8F07148891114014F87EB021C4BED5EF30E,True,05ED776C85D4D02140F411471AA5D46F766AE1768E84F7068306150A88E5571F,None,False,1,False,False,False,2641,13,0,2,0.9951017332328561
repack,D40F2F579BB173ACE5B3EAA3A4DC0E0D1DE9C3222D502366118970B2B3E3618F,True,2081034ABEE1399D817F95A8206AC311091AE4BF45CC36575C1C5F2DF8ACC9EB,None,False,0,True,False,False,371,3,2134,0,0.9919786096256684
repack,248D7BA450785AEDFFB84FA4A1535A8EF1D5F63F50499AE71C7FFE0CDDE778F6,True,BBD8A3E560524F64F55A0C65A83C63C66F058DE3D1E4FC28EAA6EF7D2705056C,None,False,0,False,False,False,1395,3,0,0,0.9978540772532188
repack,248D7BA450785AEDFFB84FA4A1535A8EF1D5F63F50499AE71C7FFE0CDDE778F6,True,B6CB0834195491FE4620D02D7CD52046DE3DD366760B8E5BDE39885A203F91DE,None,False,0,False,False,False,1395,3,0,0,0.9978540772532188
repack,71AA1506C4B70AD61E2B1DF3E96207B483E6A633C58A50ADBD0B0C8E49969D2D,True,AA96C6A7EECCB951C01983C674A3FE4C5A0D9859A673CF2116E44797FFFABA1B,None,False,0,False,False,False,375,5,235,221,0.6239600665557404
repack,CA9ABD8910A23DD6495ED41FAA4A5AE4615D14FF314D1360469916DAFF3430B6,True,8072C6C062CC629F72BE346E63B1E0F55F4059D296B74EFCE0408023FD5F79B9,gappusin,True,19,False,False,False,833,10,1,10,0.9869668246445498
repack,71E75FAE16CF4BBBC54B2EAD9A27C4E240E301561703A0821C85D6E0B3DC5395,True,0B5B2448149C74E02792C4BB303D88F9073C6E1197E1A3FACCC72B3FFF6523FB,smsreg,True,22,False,False,False,1514,3,1,10,0.997364953886693
repack,71F900E770E8872BFEE636F287869A0D8906302FFD51B00EE017EED9B79F3931,True,15F3D8718B05B37D35422FF82428FC674D225C7BEEEFB43464001BB22C80BB6B,None,False,0,True,False,False,1095,106,41,60,0.8816425120772947
repack,0C6C57CCFEDE30D9BAFA2DDCAD74D34CB4ADB51F706964A7B25A766061D396BA,True,4F920094BBAF36CC60F88EB4CE00847C5F587F5E1CC65C36CF36AA69C9B77ECB,smsreg,True,23,False,False,False,6728,2,0,3,0.999702823179792
repack,72075A28480D0C00DB256A08AB57CA47407579950578AA2325145B45979E73E2,True,C7A9D5053A71F1433D771978D798B5AE0844BD555D50482A2DC92CA2DB2A18D7,None,False,0,False,False,False,371,3,0,2,0.9919786096256684
repack,7231CF2737A24A3CC90301D62F3A47D423DE07A796D286460D89ECD5BEA48A52,True,97F62182060C390402CED1DDD9229AFCDE0150C6D1F58B8D42E887CE393F5CF0,None,True,2,False,False,False,5062,248,478,567,0.8745680718728404
repack,E81C58AE1A68DA0A825107B6599A8B0AA5ACA008D6EA84EA87D306D2AE899E5D,True,4EFEBD18BC392ABBC35E26495801D537ECB01F78AD0397F85BA138E1B2DB7909,None,True,6,False,False,False,670,1,0,0,0.9985096870342772
repack,729CCB4809AD47923C4A3A1876F18B41C2C5964DE54E7B21F06ABE1196E0198D,True,225629A621DBF71F537C0F5A4D065DCD28D668AD40F682CD28ABD52FA25A1E82,None,True,2,False,False,False,2671,36,524,56,0.9667028592110025
repack,FCC39B4910B082A9CDE85F660AE27DEE2E858B959BFFA4592E90C6D554FB54B7,True,637CE3505DB363D8E9381BD49129713C173989C82EB50674BC8B1ADB8EF89BD9,None,False,0,False,False,False,5693,160,93,279,0.9574503868146653
repack,D178AA7FC82311AF6536ECD7872FAEC9C1111E233EF25798F1E157F375862FCC,True,C231F087913940CCF37A4F5318900C80F0A5E20B649167ED65206B0E67E183DC,None,False,0,False,False,False,371,3,0,2,0.9919786096256684
repack,73049C4569DCE7D60AA98CE7EE4BD0AFA3D64082BBC8A6BC9CCB4DFEDE9E4D7F,True,CAE3FCEDFBD813A799C9D59B816B33E4B88E6EF44B345CEFFF876DCD0B61600E,None,False,0,False,False,False,18146,14,8,96,0.9987890797005724
repack,738D47ED21A31ED9D723C641AA0F0091BFC54A40AC567F1D2842B2AF967C8EA8,True,F7D161204390099167B5B9CBC5187FC402BC3F7F3D038A51F94EE3BFCD3310BB,None,False,0,False,False,False,27,1,11,11,0.6923076923076923
repack,73E158096C408367C5A514F578BD662EED178967EE48B72486E9CDCA1C72362D,True,2A59E1548F5AB15DFA6BB730FD2B379F5BD26634C9BC31684703CB46077CB690,None,False,0,False,False,False,2713,82,129,111,0.9335856847900895
repack,740C6DB70FCA3F579DA8CF1901101FBE6AC997E85A2B817AC9C614964E6B1090,True,6765E1C4750989CE42DC29562C4BC85C2DF52A0ED421D86862C40C90D06E53B2,None,False,1,False,False,False,1345,56,147,167,0.8688630490956072
repack,C541057ECFFC96010B972621FB9730351E22BCB0949E85780C302FBFA392803B,True,E35338E9A6D9D001DC4A16FB83201DAA2A22CD283DB27604C9A062E0069F5CF6,None,False,0,False,False,False,1549,36,31,15,0.968125
repack,602414DD4D734B3CA30EBEF1C7005593B34904A25514BE02B42FC1F4D582E902,True,87C8C4664872D054235144F6243F3AFD2B1048793CBC342643D4B31B3326E519,None,False,0,False,False,False,7911,23,90,47,0.991229169277033
repack,74323AF91F0A7D3BD13235EC57B9AFBD0956C2DFE38F2065CD70D5D3A4593504,True,FB3BAA92B392657B2AF6290C4C47A1E63904607F10CB49B437C9B712B7E4734A,None,False,0,False,False,False,2285,65,178,161,0.9099960175228993
repack,2926535DD24D5D7FE640A5C7258000626F466E3CE377CF61EA59AC36A5CF746B,True,F836E7E0EB1E65766249F93D48FE29713D8B2B59AD210D2F2E8B4060F2B817BF,None,False,0,False,False,False,6599,87,2,17,0.9866925837320574
repack,7471D1FDF904A242BA292F26740FC6452C8FC9FA949D8D9C0E2F867A71F22986,True,0821A1238A46BCDE6FF0E99970FFB14E18D488A9EB9B6617376445D2F2F6F762,None,False,0,False,False,False,61,2,18,18,0.7530864197530864
repack,74795D288F4CFD1DB822DAF2B4622FB12B43ED8B23FAE692003A29923A9C263E,True,6FC855B92E9C0A7A10DEEB57C0907257CA5E93EEDBADA446E309AEF8D506783F,None,True,7,True,False,False,727,4,1294,59,0.920253164556962
repack,7485961379A52CF91F6D79EB5FD7B0AB0256529C7693E08038DC245E231CE49C,True,C632220D59EC54D034936224FBD13A1475CDDA77C2D9E0F93EC5120A2CDC42D3,gappusin,True,28,False,False,False,17,1,1,10,0.8947368421052632
repack,C42B0C056E1B8D733840058529C77DEC05161D10BA5D154CAEFFFDDFED18EA6B,True,11A5D5C554723AEF74E459A30D6653088DFCEC959B0FB79CBB8E1BD1CB1255DF,gappusin,True,24,False,False,False,461,1,1,6,0.9956803455723542
repack,DA07CD0BC42B7B3E630A2961598265B70C678565F137BA753E4C74F25518C0FD,True,07E96548FC98DDA262F41DC48458058882C6A5042B4BF693B04BDCB9C2C1D2FE,None,False,1,False,False,False,293,2,0,0,0.9932203389830508
repack,3BD645D7728E8D37881F7B540F7A75E9CBEA1BCE24837727BAC2F7AC7A326D05,True,C8BE537AE72DB6791AEFD54E19E066B889B4BBB230CFC780F99DD9844B963EC6,gappusin,True,14,False,False,False,3721,1,1,6,0.9994627988181574
repack,750E2290EC0A051E77742CBF1FDD761025FA7812E5C069C3545234B58E267E99,True,B1F276F226528530018A1F5E322A818C584CA766DECFEDA428626D4DCD1ED5AF,None,False,0,False,True,False,888,0,21,21,0.976897689768977
repack,7569D0F2F6320068BF4BF17C6591B1F46E1C6B750A9CC659667BD9012534C460,True,4377AAA74AD32E5471066299834E584DB6A6BE9F1035C7E10385A38006D55B99,None,False,0,False,False,False,9,1,9,9,0.47368421052631576
repack,757EE8E587F67EFB123D170B3299D50D22A8A27C84358EED9A574641B8DB38D6,True,F32B248C007C3E449CAB3EAF14EEAF314C5C10E7373FC2AB1B7D35C6F68F6FF1,None,True,2,True,False,False,5004,2,715,0,0.9996004794246903
repack,75D12800B0457C042CE3216A282B287EDB00DECC6AF7869626F39C941DAA271E,True,859836CF7279035C1A3F3F4AE909D8DA7A6F2705648AD659C00476BF188B4946,None,False,0,False,False,False,3,1,10,10,0.21428571428571427
repack,75D589157278E76F0B11263EF14316C0EEE217E10883C12750CFFACB7520F2F1,True,512DC2772F5908CA217EBD72EC74AC1462D330FB8D1A16661DEE63AE24EAD00A,None,False,0,False,False,False,90,4,12,12,0.8490566037735849
